,ac4C
9063,LOC_Os04g40040.1.MSUv7.0
9064,LOC_Os06g16260.1.MSUv7.0
9065,LOC_Os03g44610.1.MSUv7.0
9066,LOC_Os01g45550.1.MSUv7.0
9067,LOC_Os01g32964.1.MSUv7.0
9068,LOC_Os06g05630.2.MSUv7.0
9069,LOC_Os01g32300.1.MSUv7.0
9070,LOC_Os08g44860.8.MSUv7.0
9071,LOC_Os06g14400.1.MSUv7.0
9072,LOC_Os01g56220.1.MSUv7.0
9073,LOC_Os03g16040.1.MSUv7.0
9074,LOC_Os02g05770.2.MSUv7.0
9075,LOC_Os03g38790.2.MSUv7.0
9076,LOC_Os04g01290.3.MSUv7.0
9077,LOC_Os10g40110.1.MSUv7.0
9078,LOC_Os04g53540.3.MSUv7.0
9079,LOC_Os05g20050.3.MSUv7.0
9080,LOC_Os12g42850.2.MSUv7.0
9081,LOC_Os01g60410.2.MSUv7.0
9082,LOC_Os03g06580.1.MSUv7.0
9083,LOC_Os01g62860.1.MSUv7.0
9084,LOC_Os09g25570.1.MSUv7.0
9085,LOC_Os02g36870.1.MSUv7.0
9086,LOC_Os01g62480.1.MSUv7.0
9087,LOC_Os09g08130.1.MSUv7.0
9088,LOC_Os12g29660.1.MSUv7.0
9089,LOC_Os01g02010.1.MSUv7.0
9090,LOC_Os09g23560.1.MSUv7.0
9091,LOC_Os01g56800.2.MSUv7.0
9092,LOC_Os01g64770.1.MSUv7.0
9093,LOC_Os07g38360.3.MSUv7.0
9094,LOC_Os04g57480.3.MSUv7.0
9095,LOC_Os07g47790.2.MSUv7.0
9096,LOC_Os05g26990.2.MSUv7.0
9097,LOC_Os01g52010.1.MSUv7.0
9098,LOC_Os01g05064.1.MSUv7.0
9099,LOC_Os05g11010.1.MSUv7.0
9100,LOC_Os02g04420.3.MSUv7.0
9101,LOC_Os03g63770.1.MSUv7.0
9102,LOC_Os07g47570.1.MSUv7.0
9103,LOC_Os12g08260.4.MSUv7.0
9104,LOC_Os07g46460.1.MSUv7.0
9105,LOC_Os04g53240.3.MSUv7.0
9106,LOC_Os11g39160.1.MSUv7.0
9107,LOC_Os09g31482.1.MSUv7.0
9108,LOC_Os01g07430.1.MSUv7.0
9109,LOC_Os04g37730.1.MSUv7.0
9110,LOC_Os09g35800.1.MSUv7.0
9111,LOC_Os06g09020.1.MSUv7.0
9112,LOC_Os10g06130.1.MSUv7.0
9113,LOC_Os05g10810.1.MSUv7.0
9114,LOC_Os03g41612.2.MSUv7.0
9115,LOC_Os08g03579.1.MSUv7.0
9116,LOC_Os11g20360.2.MSUv7.0
9117,LOC_Os02g46380.3.MSUv7.0
9118,LOC_Os04g44230.1.MSUv7.0
9119,LOC_Os04g40880.2.MSUv7.0
9120,LOC_Os11g11100.1.MSUv7.0
9121,LOC_Os03g24030.1.MSUv7.0
9122,LOC_Os03g19390.1.MSUv7.0
9123,LOC_Os03g02939.1.MSUv7.0
9124,LOC_Os03g22010.1.MSUv7.0
9125,LOC_Os03g08470.2.MSUv7.0
9126,LOC_Os07g39840.1.MSUv7.0
9127,LOC_Os03g56930.1.MSUv7.0
9128,LOC_Os04g40090.1.MSUv7.0
9129,LOC_Os01g46080.1.MSUv7.0
9130,LOC_Os02g12480.7.MSUv7.0
9131,LOC_Os10g40520.1.MSUv7.0
9132,LOC_Os06g44190.1.MSUv7.0
9133,LOC_Os04g39240.1.MSUv7.0
9134,LOC_Os01g11810.2.MSUv7.0
9135,LOC_Os08g45030.1.MSUv7.0
9136,LOC_Os09g37650.1.MSUv7.0
9137,LOC_Os08g40270.1.MSUv7.0
9138,LOC_Os12g01744.1.MSUv7.0
9139,LOC_Os09g37720.1.MSUv7.0
9140,LOC_Os05g27930.3.MSUv7.0
9141,LOC_Os03g57940.4.MSUv7.0
9142,LOC_Os07g33340.1.MSUv7.0
9143,LOC_Os05g09440.1.MSUv7.0
9144,LOC_Os02g03470.1.MSUv7.0
9145,LOC_Os05g37970.1.MSUv7.0
9146,LOC_Os06g50818.1.MSUv7.0
9147,LOC_Os01g68060.1.MSUv7.0
9148,LOC_Os09g33580.1.MSUv7.0
9149,LOC_Os03g48080.1.MSUv7.0
9150,LOC_Os03g45180.1.MSUv7.0
9151,LOC_Os01g49670.3.MSUv7.0
9152,LOC_Os11g07280.2.MSUv7.0
9153,LOC_Os01g25720.2.MSUv7.0
9154,LOC_Os05g29990.1.MSUv7.0
9155,LOC_Os01g44394.1.MSUv7.0
9156,LOC_Os05g45350.2.MSUv7.0
9157,LOC_Os02g01760.1.MSUv7.0
9158,LOC_Os07g48410.1.MSUv7.0
9159,LOC_Os04g40930.1.MSUv7.0
9160,LOC_Os03g53970.1.MSUv7.0
9161,LOC_Os12g42150.1.MSUv7.0
9162,LOC_Os10g40030.5.MSUv7.0
9163,LOC_Os02g21470.1.MSUv7.0
9164,LOC_Os05g36340.1.MSUv7.0
9165,LOC_Os08g27840.1.MSUv7.0
9166,LOC_Os07g33650.1.MSUv7.0
9167,LOC_Os05g40420.3.MSUv7.0
9168,LOC_Os10g31790.1.MSUv7.0
9169,LOC_Os09g32800.1.MSUv7.0
9170,LOC_Os07g04330.1.MSUv7.0
9171,LOC_Os01g53990.1.MSUv7.0
9172,LOC_Os12g06870.1.MSUv7.0
9173,LOC_Os05g49380.2.MSUv7.0
9174,LOC_Os12g01940.1.MSUv7.0
9175,LOC_Os03g17310.1.MSUv7.0
9176,LOC_Os05g51160.1.MSUv7.0
9177,LOC_Os01g17050.1.MSUv7.0
9178,LOC_Os06g06040.5.MSUv7.0
9179,LOC_Os05g43680.1.MSUv7.0
9180,LOC_Os10g06700.1.MSUv7.0
9181,LOC_Os05g40220.1.MSUv7.0
9182,LOC_Os10g30560.1.MSUv7.0
9183,LOC_Os03g14030.2.MSUv7.0
9184,LOC_Os03g50780.1.MSUv7.0
9185,LOC_Os08g39080.1.MSUv7.0
9186,LOC_Os06g07120.1.MSUv7.0
9187,LOC_Os12g06510.1.MSUv7.0
9188,LOC_Os05g38040.2.MSUv7.0
9189,LOC_Os04g57310.2.MSUv7.0
9190,LOC_Os06g15370.1.MSUv7.0
9191,LOC_Os03g20980.1.MSUv7.0
9192,LOC_Os03g51640.1.MSUv7.0
9193,LOC_Os10g40780.1.MSUv7.0
9194,LOC_Os02g45710.1.MSUv7.0
9195,LOC_Os06g11070.1.MSUv7.0
9196,LOC_Os09g24710.2.MSUv7.0
9197,LOC_Os03g30570.2.MSUv7.0
9198,LOC_Os02g43170.2.MSUv7.0
9199,LOC_Os05g49410.1.MSUv7.0
9200,LOC_Os04g28460.1.MSUv7.0
9201,LOC_Os03g61630.2.MSUv7.0
9202,LOC_Os05g37400.2.MSUv7.0
9203,LOC_Os08g31970.2.MSUv7.0
9204,LOC_Os02g53000.1.MSUv7.0
9205,LOC_Os01g16770.1.MSUv7.0
9206,LOC_Os07g39870.2.MSUv7.0
9207,LOC_Os01g21860.1.MSUv7.0
9208,LOC_Os03g52170.1.MSUv7.0
9209,LOC_Os08g31769.2.MSUv7.0
9210,LOC_Os10g25090.1.MSUv7.0
9211,LOC_Os04g34610.1.MSUv7.0
9212,LOC_Os09g29930.2.MSUv7.0
9213,LOC_Os03g15800.1.MSUv7.0
9214,LOC_Os01g48300.2.MSUv7.0
9215,LOC_Os03g58580.1.MSUv7.0
9216,LOC_Os08g39430.1.MSUv7.0
9217,LOC_Os04g40430.1.MSUv7.0
9218,LOC_Os02g05880.1.MSUv7.0
9219,LOC_Os03g15920.1.MSUv7.0
9220,LOC_Os01g35789.1.MSUv7.0
9221,LOC_Os02g21700.1.MSUv7.0
9222,LOC_Os08g44390.1.MSUv7.0
9223,LOC_Os01g69050.1.MSUv7.0
9224,LOC_Os10g35220.1.MSUv7.0
9225,LOC_Os06g39870.1.MSUv7.0
9226,LOC_Os03g07430.2.MSUv7.0
9227,LOC_Os09g24660.1.MSUv7.0
9228,LOC_Os08g40830.1.MSUv7.0
9229,LOC_Os03g49550.1.MSUv7.0
9230,LOC_Os08g37520.1.MSUv7.0
9231,LOC_Os03g48710.1.MSUv7.0
9232,LOC_Os03g23970.2.MSUv7.0
9233,LOC_Os04g36810.1.MSUv7.0
9234,LOC_Os08g39140.2.MSUv7.0
9235,LOC_Os08g44860.4.MSUv7.0
9236,LOC_Os06g20340.1.MSUv7.0
9237,LOC_Os04g59450.1.MSUv7.0
9238,LOC_Os01g65450.2.MSUv7.0
9239,LOC_Os05g43380.1.MSUv7.0
9240,LOC_Os06g47300.1.MSUv7.0
9241,LOC_Os09g09320.2.MSUv7.0
9242,LOC_Os06g14550.1.MSUv7.0
9243,LOC_Os12g20310.1.MSUv7.0
9244,LOC_Os02g45200.3.MSUv7.0
9245,LOC_Os05g51700.3.MSUv7.0
9246,LOC_Os07g48130.3.MSUv7.0
9247,LOC_Os01g05870.1.MSUv7.0
9248,LOC_Os08g29650.1.MSUv7.0
9249,LOC_Os02g32570.2.MSUv7.0
9250,LOC_Os01g23640.2.MSUv7.0
9251,LOC_Os03g04590.3.MSUv7.0
9252,LOC_Os02g45660.1.MSUv7.0
9253,LOC_Os01g16550.1.MSUv7.0
9254,LOC_Os03g56070.1.MSUv7.0
9255,LOC_Os06g37020.1.MSUv7.0
9256,LOC_Os07g19560.1.MSUv7.0
9257,LOC_Os04g02510.1.MSUv7.0
9258,LOC_Os03g16480.1.MSUv7.0
9259,LOC_Os01g07480.1.MSUv7.0
9260,LOC_Os02g48560.5.MSUv7.0
9261,LOC_Os02g08150.1.MSUv7.0
9262,LOC_Os02g29550.3.MSUv7.0
9263,LOC_Os05g23880.1.MSUv7.0
9264,LOC_Os01g65690.2.MSUv7.0
9265,LOC_Os01g53800.1.MSUv7.0
9266,LOC_Os04g33240.1.MSUv7.0
9267,LOC_Os08g31219.1.MSUv7.0
9268,LOC_Os10g12354.1.MSUv7.0
9269,LOC_Os01g38480.2.MSUv7.0
9270,LOC_Os04g33480.1.MSUv7.0
9271,LOC_Os01g49160.1.MSUv7.0
9272,LOC_Os09g37967.1.MSUv7.0
9273,LOC_Os03g50040.2.MSUv7.0
9274,LOC_Os01g66190.1.MSUv7.0
9275,LOC_Os03g17240.1.MSUv7.0
9276,LOC_Os04g48710.1.MSUv7.0
9277,LOC_Os01g16000.2.MSUv7.0
9278,LOC_Os07g33310.1.MSUv7.0
9279,LOC_Os02g02960.2.MSUv7.0
9280,LOC_Os03g61160.2.MSUv7.0
9281,LOC_Os10g28680.1.MSUv7.0
9282,LOC_Os08g43670.1.MSUv7.0
9283,LOC_Os03g46610.2.MSUv7.0
9284,LOC_Os10g10990.2.MSUv7.0
9285,LOC_Os04g42340.1.MSUv7.0
9286,LOC_Os03g53860.4.MSUv7.0
9287,LOC_Os04g20474.1.MSUv7.0
9288,LOC_Os05g49200.1.MSUv7.0
9289,LOC_Os01g50720.1.MSUv7.0
9290,LOC_Os01g68930.1.MSUv7.0
9291,LOC_Os04g01650.1.MSUv7.0
9292,LOC_Os06g49320.1.MSUv7.0
9293,LOC_Os09g29210.1.MSUv7.0
9294,LOC_Os05g35460.1.MSUv7.0
9295,LOC_Os05g44770.1.MSUv7.0
9296,LOC_Os08g12780.3.MSUv7.0
9297,LOC_Os10g30600.1.MSUv7.0
9298,LOC_Os02g57090.1.MSUv7.0
9299,LOC_Os01g24550.1.MSUv7.0
9300,LOC_Os07g43360.1.MSUv7.0
9301,LOC_Os08g16930.2.MSUv7.0
9302,LOC_Os12g08260.3.MSUv7.0
9303,LOC_Os08g07300.1.MSUv7.0
9304,LOC_Os02g30180.1.MSUv7.0
9305,LOC_Os01g12530.2.MSUv7.0
9306,LOC_Os11g16480.2.MSUv7.0
9307,LOC_Os08g44050.4.MSUv7.0
9308,LOC_Os11g43610.1.MSUv7.0
9309,LOC_Os08g13014.1.MSUv7.0
9310,LOC_Os01g55340.1.MSUv7.0
9311,LOC_Os04g42840.1.MSUv7.0
9312,LOC_Os11g17080.1.MSUv7.0
9313,LOC_Os01g59350.2.MSUv7.0
9314,LOC_Os03g10150.1.MSUv7.0
9315,LOC_Os06g48350.1.MSUv7.0
9316,LOC_Os01g60660.2.MSUv7.0
9317,LOC_Os05g39610.2.MSUv7.0
9318,LOC_Os01g62660.1.MSUv7.0
9319,LOC_Os05g02020.1.MSUv7.0
9320,LOC_Os06g47150.3.MSUv7.0
9321,LOC_Os02g10690.2.MSUv7.0
9322,LOC_Os06g02170.1.MSUv7.0
9323,LOC_Os02g50820.1.MSUv7.0
9324,LOC_Os04g57700.3.MSUv7.0
9325,LOC_Os08g43320.1.MSUv7.0
9326,LOC_Os02g35470.3.MSUv7.0
9327,LOC_Os01g11620.1.MSUv7.0
9328,LOC_Os02g03100.2.MSUv7.0
9329,LOC_Os02g48320.2.MSUv7.0
9330,LOC_Os07g05470.2.MSUv7.0
9331,LOC_Os01g62420.2.MSUv7.0
9332,LOC_Os07g43316.2.MSUv7.0
9333,LOC_Os02g16000.2.MSUv7.0
9334,LOC_Os07g36230.3.MSUv7.0
9335,LOC_Os01g42260.1.MSUv7.0
9336,LOC_Os05g50710.1.MSUv7.0
9337,LOC_Os03g01365.1.MSUv7.0
9338,LOC_Os02g11030.3.MSUv7.0
9339,LOC_Os03g27480.1.MSUv7.0
9340,LOC_Os02g46090.1.MSUv7.0
9341,LOC_Os09g27690.4.MSUv7.0
9342,LOC_Os07g06550.1.MSUv7.0
9343,LOC_Os06g01650.2.MSUv7.0
9344,LOC_Os07g48200.2.MSUv7.0
9345,LOC_Os03g09880.1.MSUv7.0
9346,LOC_Os05g48320.2.MSUv7.0
9347,LOC_Os07g09190.1.MSUv7.0
9348,LOC_Os03g07270.1.MSUv7.0
9349,LOC_Os07g46660.2.MSUv7.0
9350,LOC_Os11g25160.1.MSUv7.0
9351,LOC_Os10g07270.1.MSUv7.0
9352,LOC_Os02g14770.4.MSUv7.0
9353,LOC_Os02g55940.1.MSUv7.0
9354,LOC_Os03g58620.1.MSUv7.0
9355,LOC_Os04g56740.1.MSUv7.0
9356,LOC_Os06g47900.1.MSUv7.0
9357,LOC_Os10g05069.1.MSUv7.0
9358,LOC_Os07g47080.1.MSUv7.0
9359,LOC_Os02g58540.1.MSUv7.0
9360,LOC_Os05g45060.1.MSUv7.0
9361,LOC_Os08g32660.2.MSUv7.0
9362,LOC_Os03g62010.1.MSUv7.0
9363,LOC_Os03g21970.1.MSUv7.0
9364,LOC_Os10g28210.1.MSUv7.0
9365,LOC_Os03g37580.3.MSUv7.0
9366,LOC_Os04g51190.2.MSUv7.0
9367,LOC_Os12g08260.2.MSUv7.0
9368,LOC_Os03g41390.1.MSUv7.0
9369,LOC_Os04g41800.1.MSUv7.0
9370,LOC_Os10g38700.1.MSUv7.0
9371,LOC_Os08g44860.5.MSUv7.0
9372,LOC_Os06g46284.2.MSUv7.0
9373,LOC_Os03g44290.3.MSUv7.0
9374,LOC_Os08g39960.1.MSUv7.0
9375,LOC_Os12g25210.1.MSUv7.0
9376,LOC_Os02g44230.4.MSUv7.0
9377,LOC_Os10g39910.1.MSUv7.0
9378,LOC_Os02g35470.4.MSUv7.0
9379,LOC_Os06g36360.1.MSUv7.0
9380,LOC_Os10g31810.1.MSUv7.0
9381,LOC_Os07g25050.1.MSUv7.0
9382,LOC_Os01g31770.1.MSUv7.0
9383,LOC_Os03g63400.2.MSUv7.0
9384,LOC_Os04g59320.1.MSUv7.0
9385,LOC_Os06g38470.3.MSUv7.0
9386,LOC_Os01g46350.1.MSUv7.0
9387,LOC_Os06g03600.1.MSUv7.0
9388,LOC_Os12g17910.1.MSUv7.0
9389,LOC_Os05g32180.1.MSUv7.0
9390,LOC_Os03g08810.1.MSUv7.0
9391,LOC_Os06g44860.1.MSUv7.0
9392,LOC_Os07g27870.1.MSUv7.0
9393,LOC_Os06g10580.1.MSUv7.0
9394,LOC_Os09g28050.2.MSUv7.0
9395,LOC_Os08g44760.3.MSUv7.0
9396,LOC_Os05g35060.1.MSUv7.0
9397,LOC_Os02g13020.1.MSUv7.0
9398,LOC_Os05g28300.1.MSUv7.0
9399,LOC_Os01g51360.1.MSUv7.0
9400,LOC_Os03g14669.2.MSUv7.0
9401,LOC_Os01g70100.1.MSUv7.0
9402,LOC_Os03g22490.3.MSUv7.0
9403,LOC_Os04g01140.2.MSUv7.0
9404,LOC_Os05g01380.1.MSUv7.0
9405,LOC_Os05g32210.1.MSUv7.0
9406,LOC_Os07g05040.1.MSUv7.0
9407,LOC_Os01g05080.2.MSUv7.0
9408,LOC_Os05g35520.3.MSUv7.0
9409,LOC_Os05g45350.1.MSUv7.0
9410,LOC_Os06g21470.2.MSUv7.0
9411,LOC_Os10g23180.4.MSUv7.0
9412,LOC_Os10g35070.2.MSUv7.0
9413,LOC_Os04g36660.1.MSUv7.0
9414,LOC_Os07g37010.2.MSUv7.0
9415,LOC_Os08g21700.1.MSUv7.0
9416,LOC_Os07g44780.1.MSUv7.0
9417,LOC_Os03g14610.1.MSUv7.0
9418,LOC_Os05g42000.1.MSUv7.0
9419,LOC_Os02g54060.1.MSUv7.0
9420,LOC_Os10g39010.1.MSUv7.0
9421,LOC_Os05g38610.1.MSUv7.0
9422,LOC_Os12g34440.1.MSUv7.0
9423,LOC_Os01g68500.1.MSUv7.0
9424,LOC_Os09g32000.1.MSUv7.0
9425,LOC_Os06g31930.1.MSUv7.0
9426,LOC_Os02g46620.1.MSUv7.0
9427,LOC_Os02g47670.1.MSUv7.0
9428,LOC_Os05g03530.2.MSUv7.0
9429,LOC_Os11g28270.1.MSUv7.0
9430,LOC_Os12g36900.1.MSUv7.0
9431,LOC_Os09g28710.1.MSUv7.0
9432,LOC_Os12g31860.3.MSUv7.0
9433,LOC_Os06g13220.1.MSUv7.0
9434,LOC_Os05g42200.1.MSUv7.0
9435,LOC_Os12g39110.1.MSUv7.0
9436,LOC_Os03g09200.1.MSUv7.0
9437,LOC_Os01g50849.1.MSUv7.0
9438,LOC_Os06g30820.2.MSUv7.0
9439,LOC_Os08g37444.6.MSUv7.0
9440,LOC_Os03g63410.1.MSUv7.0
9441,LOC_Os03g16910.2.MSUv7.0
9442,LOC_Os11g12800.1.MSUv7.0
9443,LOC_Os05g46480.4.MSUv7.0
9444,LOC_Os06g13020.1.MSUv7.0
9445,LOC_Os01g01570.1.MSUv7.0
9446,LOC_Os01g54540.2.MSUv7.0
9447,LOC_Os01g42950.1.MSUv7.0
9448,LOC_Os04g49450.2.MSUv7.0
9449,LOC_Os01g09200.1.MSUv7.0
9450,LOC_Os09g36850.1.MSUv7.0
9451,LOC_Os09g03610.4.MSUv7.0
9452,LOC_Os09g23150.1.MSUv7.0
9453,LOC_Os03g04490.1.MSUv7.0
9454,LOC_Os03g20440.1.MSUv7.0
9455,LOC_Os11g02379.1.MSUv7.0
9456,LOC_Os02g57280.4.MSUv7.0
9457,LOC_Os03g38950.2.MSUv7.0
9458,LOC_Os04g37619.1.MSUv7.0
9459,LOC_Os11g05980.1.MSUv7.0
9460,LOC_Os09g29380.1.MSUv7.0
9461,LOC_Os03g56050.1.MSUv7.0
9462,LOC_Os07g44070.2.MSUv7.0
9463,LOC_Os11g03440.1.MSUv7.0
9464,LOC_Os07g49380.1.MSUv7.0
9465,LOC_Os04g46960.4.MSUv7.0
9466,LOC_Os01g63290.1.MSUv7.0
9467,LOC_Os10g30580.2.MSUv7.0
9468,LOC_Os07g42924.3.MSUv7.0
9469,LOC_Os08g16930.1.MSUv7.0
9470,LOC_Os02g33080.2.MSUv7.0
9471,LOC_Os05g36110.3.MSUv7.0
9472,LOC_Os03g44670.1.MSUv7.0
9473,LOC_Os01g53620.1.MSUv7.0
9474,LOC_Os01g43170.1.MSUv7.0
9475,LOC_Os07g19060.1.MSUv7.0
9476,LOC_Os02g55870.1.MSUv7.0
9477,LOC_Os02g11050.1.MSUv7.0
9478,LOC_Os01g56580.2.MSUv7.0
9479,LOC_Os07g43390.1.MSUv7.0
9480,LOC_Os04g58580.2.MSUv7.0
9481,LOC_Os08g37690.1.MSUv7.0
9482,LOC_Os03g62090.1.MSUv7.0
9483,LOC_Os08g41460.8.MSUv7.0
9484,LOC_Os01g55570.2.MSUv7.0
9485,LOC_Os06g38990.1.MSUv7.0
9486,LOC_Os08g35620.1.MSUv7.0
9487,LOC_Os01g13770.3.MSUv7.0
9488,LOC_Os06g09450.6.MSUv7.0
9489,LOC_Os01g53670.2.MSUv7.0
9490,LOC_Os01g11010.1.MSUv7.0
9491,LOC_Os04g33990.1.MSUv7.0
9492,LOC_Os09g39310.1.MSUv7.0
9493,LOC_Os10g40030.4.MSUv7.0
9494,LOC_Os02g32990.1.MSUv7.0
9495,LOC_Os02g54890.1.MSUv7.0
9496,LOC_Os05g08920.1.MSUv7.0
9497,LOC_Os07g48640.1.MSUv7.0
9498,LOC_Os07g27950.1.MSUv7.0
9499,LOC_Os09g26999.3.MSUv7.0
9500,LOC_Os09g16910.3.MSUv7.0
9501,LOC_Os07g44330.2.MSUv7.0
9502,LOC_Os10g05980.1.MSUv7.0
9503,LOC_Os07g48150.1.MSUv7.0
9504,LOC_Os07g04990.2.MSUv7.0
9505,LOC_Os08g31630.2.MSUv7.0
9506,LOC_Os01g12080.3.MSUv7.0
9507,LOC_Os01g61570.1.MSUv7.0
9508,LOC_Os02g51670.1.MSUv7.0
9509,LOC_Os11g24070.1.MSUv7.0
9510,LOC_Os08g01660.1.MSUv7.0
9511,LOC_Os02g03250.1.MSUv7.0
9512,LOC_Os02g54820.1.MSUv7.0
9513,LOC_Os05g38170.1.MSUv7.0
9514,LOC_Os04g35180.1.MSUv7.0
9515,LOC_Os03g03290.1.MSUv7.0
9516,LOC_Os03g08100.1.MSUv7.0
9517,LOC_Os02g45490.2.MSUv7.0
9518,LOC_Os07g48130.1.MSUv7.0
9519,LOC_Os07g39780.1.MSUv7.0
9520,LOC_Os12g09610.1.MSUv7.0
9521,LOC_Os09g37006.1.MSUv7.0
9522,LOC_Os07g29240.1.MSUv7.0
9523,LOC_Os01g59530.2.MSUv7.0
9524,LOC_Os02g40090.3.MSUv7.0
9525,LOC_Os05g24550.2.MSUv7.0
9526,LOC_Os02g26349.1.MSUv7.0
9527,LOC_Os02g32750.1.MSUv7.0
9528,LOC_Os10g33700.2.MSUv7.0
9529,LOC_Os06g44310.1.MSUv7.0
9530,LOC_Os01g64770.5.MSUv7.0
9531,LOC_Os01g21300.1.MSUv7.0
9532,LOC_Os03g50340.1.MSUv7.0
9533,LOC_Os09g36800.1.MSUv7.0
9534,LOC_Os07g08430.1.MSUv7.0
9535,LOC_Os04g51330.1.MSUv7.0
9536,LOC_Os08g36980.2.MSUv7.0
9537,LOC_Os04g44800.1.MSUv7.0
9538,LOC_Os05g11090.2.MSUv7.0
9539,LOC_Os02g38240.1.MSUv7.0
9540,LOC_Os12g39630.1.MSUv7.0
9541,LOC_Os01g31680.1.MSUv7.0
9542,LOC_Os10g20250.1.MSUv7.0
9543,LOC_Os12g18120.1.MSUv7.0
9544,LOC_Os08g04830.1.MSUv7.0
9545,LOC_Os05g48700.1.MSUv7.0
9546,LOC_Os01g07030.1.MSUv7.0
9547,LOC_Os10g30054.2.MSUv7.0
9548,LOC_Os01g11810.1.MSUv7.0
9549,LOC_Os04g56160.3.MSUv7.0
9550,LOC_Os12g03070.4.MSUv7.0
9551,LOC_Os04g41970.1.MSUv7.0
9552,LOC_Os10g30054.1.MSUv7.0
9553,LOC_Os03g05390.6.MSUv7.0
9554,LOC_Os03g21380.1.MSUv7.0
9555,LOC_Os10g33960.1.MSUv7.0
9556,LOC_Os03g17870.1.MSUv7.0
9557,LOC_Os04g53200.2.MSUv7.0
9558,LOC_Os02g48560.3.MSUv7.0
9559,LOC_Os03g53860.1.MSUv7.0
9560,LOC_Os08g23100.2.MSUv7.0
9561,LOC_Os02g35070.1.MSUv7.0
9562,LOC_Os03g20550.3.MSUv7.0
9563,LOC_Os06g01500.3.MSUv7.0
9564,LOC_Os09g34180.1.MSUv7.0
9565,LOC_Os11g42160.1.MSUv7.0
9566,LOC_Os05g47550.1.MSUv7.0
9567,LOC_Os08g40240.1.MSUv7.0
9568,LOC_Os06g02410.1.MSUv7.0
9569,LOC_Os02g49720.7.MSUv7.0
9570,LOC_Os02g03110.2.MSUv7.0
9571,LOC_Os11g23880.4.MSUv7.0
9572,LOC_Os12g30030.1.MSUv7.0
9573,LOC_Os02g35190.1.MSUv7.0
9574,LOC_Os03g10920.1.MSUv7.0
9575,LOC_Os05g51850.3.MSUv7.0
9576,LOC_Os02g09990.1.MSUv7.0
9577,LOC_Os11g11110.1.MSUv7.0
9578,LOC_Os06g01650.1.MSUv7.0
9579,LOC_Os02g03575.1.MSUv7.0
9580,LOC_Os03g10880.2.MSUv7.0
9581,LOC_Os01g14860.2.MSUv7.0
9582,LOC_Os06g07540.3.MSUv7.0
9583,LOC_Os01g62650.1.MSUv7.0
9584,LOC_Os08g01320.2.MSUv7.0
9585,LOC_Os08g19374.3.MSUv7.0
9586,LOC_Os05g49890.3.MSUv7.0
9587,LOC_Os08g44050.2.MSUv7.0
9588,LOC_Os04g31320.1.MSUv7.0
9589,LOC_Os02g57530.3.MSUv7.0
9590,LOC_Os03g16220.1.MSUv7.0
9591,LOC_Os09g05020.1.MSUv7.0
9592,LOC_Os10g39620.5.MSUv7.0
9593,LOC_Os06g08530.2.MSUv7.0
9594,LOC_Os01g62890.1.MSUv7.0
9595,LOC_Os05g02350.1.MSUv7.0
9596,LOC_Os10g39780.4.MSUv7.0
9597,LOC_Os10g33920.1.MSUv7.0
9598,LOC_Os01g10350.1.MSUv7.0
9599,LOC_Os02g07230.1.MSUv7.0
9600,LOC_Os01g66170.1.MSUv7.0
9601,LOC_Os02g40010.2.MSUv7.0
9602,LOC_Os05g02040.1.MSUv7.0
9603,LOC_Os07g47150.1.MSUv7.0
9604,LOC_Os01g03330.1.MSUv7.0
9605,LOC_Os08g41460.1.MSUv7.0
9606,LOC_Os05g07830.1.MSUv7.0
9607,LOC_Os05g43510.1.MSUv7.0
9608,LOC_Os02g57280.6.MSUv7.0
9609,LOC_Os02g39970.2.MSUv7.0
9610,LOC_Os08g41460.10.MSUv7.0
9611,LOC_Os01g07100.1.MSUv7.0
9612,LOC_Os03g10620.1.MSUv7.0
9613,LOC_Os03g05780.1.MSUv7.0
9614,LOC_Os03g38960.1.MSUv7.0
9615,LOC_Os04g02890.1.MSUv7.0
9616,LOC_Os06g13680.1.MSUv7.0
9617,LOC_Os03g06850.1.MSUv7.0
9618,LOC_Os01g15120.1.MSUv7.0
9619,LOC_Os04g56450.1.MSUv7.0
9620,LOC_Os02g11110.2.MSUv7.0
9621,LOC_Os03g61200.2.MSUv7.0
9622,LOC_Os07g47820.1.MSUv7.0
9623,LOC_Os09g38340.1.MSUv7.0
9624,LOC_Os07g22494.4.MSUv7.0
9625,LOC_Os12g19290.1.MSUv7.0
9626,LOC_Os09g27220.1.MSUv7.0
9627,LOC_Os04g54870.2.MSUv7.0
9628,LOC_Os05g50220.2.MSUv7.0
9629,LOC_Os03g31070.2.MSUv7.0
9630,LOC_Os03g29180.1.MSUv7.0
9631,LOC_Os02g08420.1.MSUv7.0
9632,LOC_Os07g33650.2.MSUv7.0
9633,LOC_Os09g34310.1.MSUv7.0
9634,LOC_Os05g39960.3.MSUv7.0
9635,LOC_Os06g08610.1.MSUv7.0
9636,LOC_Os02g38580.1.MSUv7.0
9637,LOC_Os01g59760.1.MSUv7.0
9638,LOC_Os03g22720.3.MSUv7.0
9639,LOC_Os05g26194.1.MSUv7.0
9640,LOC_Os02g32030.1.MSUv7.0
9641,LOC_Os10g36260.2.MSUv7.0
9642,LOC_Os04g11880.1.MSUv7.0
9643,LOC_Os04g38330.1.MSUv7.0
9644,LOC_Os10g39930.2.MSUv7.0
9645,LOC_Os07g31420.2.MSUv7.0
