,ac4C
8480,LOC_Os01g38480.1.MSUv7.0
8481,LOC_Os03g49380.1.MSUv7.0
8482,LOC_Os03g29190.2.MSUv7.0
8483,LOC_Os11g29700.1.MSUv7.0
8484,LOC_Os07g13530.2.MSUv7.0
8485,LOC_Os03g08000.1.MSUv7.0
8486,LOC_Os03g18510.1.MSUv7.0
8487,LOC_Os07g01880.1.MSUv7.0
8488,LOC_Os05g30920.3.MSUv7.0
8489,LOC_Os02g49720.2.MSUv7.0
8490,LOC_Os12g08130.1.MSUv7.0
8491,LOC_Os01g04120.1.MSUv7.0
8492,LOC_Os01g04170.1.MSUv7.0
8493,LOC_Os03g17150.1.MSUv7.0
8494,LOC_Os03g13950.4.MSUv7.0
8495,LOC_Os03g64050.1.MSUv7.0
8496,LOC_Os02g55840.6.MSUv7.0
8497,LOC_Os05g03630.1.MSUv7.0
8498,LOC_Os09g32274.1.MSUv7.0
8499,LOC_Os02g47410.3.MSUv7.0
8500,LOC_Os03g38970.1.MSUv7.0
8501,LOC_Os03g36780.1.MSUv7.0
8502,LOC_Os01g65530.1.MSUv7.0
8503,LOC_Os08g31810.1.MSUv7.0
8504,LOC_Os02g09359.1.MSUv7.0
8505,LOC_Os08g45240.1.MSUv7.0
8506,LOC_Os10g39810.1.MSUv7.0
8507,LOC_Os02g32160.1.MSUv7.0
8508,LOC_Os01g64180.3.MSUv7.0
8509,LOC_Os02g57610.2.MSUv7.0
8510,LOC_Os05g15040.3.MSUv7.0
8511,LOC_Os09g23220.1.MSUv7.0
8512,LOC_Os04g38870.3.MSUv7.0
8513,LOC_Os04g57700.1.MSUv7.0
8514,LOC_Os09g31300.1.MSUv7.0
8515,LOC_Os12g15590.1.MSUv7.0
8516,LOC_Os06g40704.1.MSUv7.0
8517,LOC_Os11g37260.1.MSUv7.0
8518,LOC_Os02g15810.1.MSUv7.0
8519,LOC_Os02g42690.1.MSUv7.0
8520,LOC_Os11g29420.1.MSUv7.0
8521,LOC_Os09g24700.1.MSUv7.0
8522,LOC_Os08g32850.1.MSUv7.0
8523,LOC_Os02g35720.1.MSUv7.0
8524,LOC_Os02g37030.1.MSUv7.0
8525,LOC_Os06g30060.1.MSUv7.0
8526,LOC_Os07g07240.2.MSUv7.0
8527,LOC_Os03g63740.1.MSUv7.0
8528,LOC_Os11g37510.1.MSUv7.0
8529,LOC_Os06g22700.1.MSUv7.0
8530,LOC_Os06g08840.3.MSUv7.0
8531,LOC_Os06g50830.2.MSUv7.0
8532,LOC_Os09g02284.1.MSUv7.0
8533,LOC_Os05g32590.1.MSUv7.0
8534,LOC_Os01g70190.1.MSUv7.0
8535,LOC_Os09g27730.1.MSUv7.0
8536,LOC_Os12g18120.4.MSUv7.0
8537,LOC_Os02g57280.5.MSUv7.0
8538,LOC_Os02g43170.1.MSUv7.0
8539,LOC_Os01g16960.1.MSUv7.0
8540,LOC_Os01g72890.2.MSUv7.0
8541,LOC_Os01g37832.2.MSUv7.0
8542,LOC_Os10g42670.1.MSUv7.0
8543,LOC_Os02g05630.2.MSUv7.0
8544,LOC_Os02g57480.1.MSUv7.0
8545,LOC_Os07g36450.1.MSUv7.0
8546,LOC_Os07g47480.1.MSUv7.0
8547,LOC_Os03g20470.2.MSUv7.0
8548,LOC_Os08g06500.1.MSUv7.0
8549,LOC_Os06g47550.2.MSUv7.0
8550,LOC_Os01g71050.1.MSUv7.0
8551,LOC_Os01g42080.1.MSUv7.0
8552,LOC_Os01g48830.1.MSUv7.0
8553,LOC_Os03g53210.1.MSUv7.0
8554,LOC_Os12g01530.1.MSUv7.0
8555,LOC_Os02g15310.2.MSUv7.0
8556,LOC_Os05g03820.1.MSUv7.0
8557,LOC_Os03g02590.2.MSUv7.0
8558,LOC_Os09g26530.1.MSUv7.0
8559,LOC_Os05g37800.1.MSUv7.0
8560,LOC_Os08g25090.2.MSUv7.0
8561,LOC_Os06g13810.1.MSUv7.0
8562,LOC_Os07g46700.3.MSUv7.0
8563,LOC_Os08g04830.3.MSUv7.0
8564,LOC_Os02g36360.1.MSUv7.0
8565,LOC_Os07g06570.1.MSUv7.0
8566,LOC_Os10g22170.1.MSUv7.0
8567,LOC_Os03g19452.2.MSUv7.0
8568,LOC_Os05g46480.1.MSUv7.0
8569,LOC_Os01g73234.2.MSUv7.0
8570,LOC_Os12g20390.5.MSUv7.0
8571,LOC_Os05g46340.1.MSUv7.0
8572,LOC_Os01g07390.1.MSUv7.0
8573,LOC_Os01g10210.1.MSUv7.0
8574,LOC_Os04g41100.3.MSUv7.0
8575,LOC_Os07g04240.1.MSUv7.0
8576,LOC_Os03g10790.1.MSUv7.0
8577,LOC_Os07g10420.2.MSUv7.0
8578,LOC_Os05g37400.1.MSUv7.0
8579,LOC_Os01g47770.1.MSUv7.0
8580,LOC_Os02g51850.1.MSUv7.0
8581,LOC_Os03g02440.2.MSUv7.0
8582,LOC_Os03g18830.1.MSUv7.0
8583,LOC_Os02g38080.2.MSUv7.0
8584,LOC_Os11g32110.1.MSUv7.0
8585,LOC_Os05g46460.6.MSUv7.0
8586,LOC_Os04g48416.1.MSUv7.0
8587,LOC_Os06g40850.1.MSUv7.0
8588,LOC_Os01g17180.1.MSUv7.0
8589,LOC_Os07g37840.1.MSUv7.0
8590,LOC_Os07g42260.2.MSUv7.0
8591,LOC_Os09g05030.2.MSUv7.0
8592,LOC_Os02g08410.2.MSUv7.0
8593,LOC_Os02g02190.1.MSUv7.0
8594,LOC_Os01g21450.3.MSUv7.0
8595,LOC_Os12g40115.1.MSUv7.0
8596,LOC_Os01g74350.1.MSUv7.0
8597,LOC_Os07g13810.1.MSUv7.0
8598,LOC_Os07g13170.1.MSUv7.0
8599,LOC_Os12g01770.1.MSUv7.0
8600,LOC_Os10g30880.2.MSUv7.0
8601,LOC_Os12g26290.2.MSUv7.0
8602,LOC_Os02g55440.1.MSUv7.0
8603,LOC_Os07g13270.1.MSUv7.0
8604,LOC_Os08g30790.3.MSUv7.0
8605,LOC_Os09g38960.4.MSUv7.0
8606,LOC_Os05g33220.1.MSUv7.0
8607,LOC_Os07g10780.1.MSUv7.0
8608,LOC_Os01g13150.1.MSUv7.0
8609,LOC_Os09g34320.1.MSUv7.0
8610,LOC_Os03g06940.1.MSUv7.0
8611,LOC_Os04g49420.1.MSUv7.0
8612,LOC_Os03g10460.1.MSUv7.0
8613,LOC_Os03g05390.11.MSUv7.0
8614,LOC_Os09g35000.1.MSUv7.0
8615,LOC_Os04g48800.2.MSUv7.0
8616,LOC_Os07g47030.2.MSUv7.0
8617,LOC_Os03g43400.1.MSUv7.0
8618,LOC_Os01g47340.2.MSUv7.0
8619,LOC_Os03g55330.1.MSUv7.0
8620,LOC_Os08g06280.8.MSUv7.0
8621,LOC_Os09g20540.1.MSUv7.0
8622,LOC_Os06g05100.1.MSUv7.0
8623,LOC_Os07g14270.1.MSUv7.0
8624,LOC_Os01g62290.2.MSUv7.0
8625,LOC_Os02g33330.1.MSUv7.0
8626,LOC_Os06g08250.1.MSUv7.0
8627,LOC_Os04g57520.1.MSUv7.0
8628,LOC_Os01g25920.1.MSUv7.0
8629,LOC_Os10g31990.1.MSUv7.0
8630,LOC_Os02g20540.2.MSUv7.0
8631,LOC_Os05g06760.1.MSUv7.0
8632,LOC_Os05g50160.1.MSUv7.0
8633,LOC_Os01g41030.1.MSUv7.0
8634,LOC_Os02g49720.6.MSUv7.0
8635,LOC_Os04g41700.4.MSUv7.0
8636,LOC_Os06g41930.2.MSUv7.0
8637,LOC_Os01g36540.1.MSUv7.0
8638,LOC_Os09g29890.2.MSUv7.0
8639,LOC_Os05g39530.2.MSUv7.0
8640,LOC_Os06g43810.1.MSUv7.0
8641,LOC_Os09g25090.1.MSUv7.0
8642,LOC_Os03g11540.1.MSUv7.0
8643,LOC_Os01g54860.1.MSUv7.0
8644,LOC_Os10g28610.1.MSUv7.0
8645,LOC_Os08g38170.3.MSUv7.0
8646,LOC_Os11g38040.1.MSUv7.0
8647,LOC_Os05g11750.3.MSUv7.0
8648,LOC_Os01g04814.3.MSUv7.0
8649,LOC_Os04g40540.1.MSUv7.0
8650,LOC_Os07g10630.1.MSUv7.0
8651,LOC_Os02g11020.1.MSUv7.0
8652,LOC_Os01g57570.2.MSUv7.0
8653,LOC_Os03g57100.1.MSUv7.0
8654,LOC_Os08g44760.2.MSUv7.0
8655,LOC_Os03g11960.2.MSUv7.0
8656,LOC_Os02g39070.1.MSUv7.0
8657,LOC_Os09g01690.2.MSUv7.0
8658,LOC_Os02g04520.1.MSUv7.0
8659,LOC_Os02g52920.1.MSUv7.0
8660,LOC_Os02g44860.1.MSUv7.0
8661,LOC_Os03g16140.1.MSUv7.0
8662,LOC_Os05g35170.3.MSUv7.0
8663,LOC_Os01g03730.1.MSUv7.0
8664,LOC_Os01g46750.1.MSUv7.0
8665,LOC_Os08g04920.6.MSUv7.0
8666,LOC_Os12g02960.1.MSUv7.0
8667,LOC_Os01g09450.1.MSUv7.0
8668,LOC_Os04g01520.1.MSUv7.0
8669,LOC_Os05g37410.1.MSUv7.0
8670,LOC_Os09g25950.1.MSUv7.0
8671,LOC_Os07g07719.1.MSUv7.0
8672,LOC_Os02g51890.2.MSUv7.0
8673,LOC_Os04g52050.1.MSUv7.0
8674,LOC_Os03g45260.1.MSUv7.0
8675,LOC_Os03g58530.2.MSUv7.0
8676,LOC_Os11g25160.3.MSUv7.0
8677,LOC_Os07g06450.1.MSUv7.0
8678,LOC_Os04g44240.1.MSUv7.0
8679,LOC_Os01g12560.1.MSUv7.0
8680,LOC_Os05g35266.2.MSUv7.0
8681,LOC_Os04g42310.1.MSUv7.0
8682,LOC_Os07g07450.1.MSUv7.0
8683,LOC_Os08g04560.1.MSUv7.0
8684,LOC_Os04g56470.1.MSUv7.0
8685,LOC_Os01g61720.3.MSUv7.0
8686,LOC_Os12g13670.2.MSUv7.0
8687,LOC_Os08g37810.1.MSUv7.0
8688,LOC_Os07g03590.1.MSUv7.0
8689,LOC_Os01g58870.1.MSUv7.0
8690,LOC_Os05g41460.2.MSUv7.0
8691,LOC_Os03g07510.1.MSUv7.0
8692,LOC_Os07g43270.1.MSUv7.0
8693,LOC_Os04g58320.2.MSUv7.0
8694,LOC_Os10g36500.1.MSUv7.0
8695,LOC_Os07g38600.1.MSUv7.0
8696,LOC_Os05g07050.1.MSUv7.0
8697,LOC_Os06g06040.7.MSUv7.0
8698,LOC_Os06g06510.1.MSUv7.0
8699,LOC_Os01g09890.1.MSUv7.0
8700,LOC_Os03g03990.1.MSUv7.0
8701,LOC_Os12g37430.1.MSUv7.0
8702,LOC_Os02g22260.1.MSUv7.0
8703,LOC_Os04g51150.1.MSUv7.0
8704,LOC_Os01g09870.1.MSUv7.0
8705,LOC_Os01g29820.1.MSUv7.0
8706,LOC_Os08g35160.1.MSUv7.0
8707,LOC_Os08g26700.2.MSUv7.0
8708,LOC_Os03g58800.1.MSUv7.0
8709,LOC_Os02g02580.1.MSUv7.0
8710,LOC_Os11g16330.3.MSUv7.0
8711,LOC_Os03g61340.1.MSUv7.0
8712,LOC_Os05g35430.1.MSUv7.0
8713,LOC_Os03g55670.1.MSUv7.0
8714,LOC_Os03g46510.1.MSUv7.0
8715,LOC_Os04g35580.1.MSUv7.0
8716,LOC_Os06g21120.1.MSUv7.0
8717,LOC_Os03g17610.1.MSUv7.0
8718,LOC_Os06g51060.1.MSUv7.0
8719,LOC_Os05g31480.2.MSUv7.0
8720,LOC_Os12g34320.2.MSUv7.0
8721,LOC_Os01g51310.1.MSUv7.0
8722,LOC_Os03g11960.3.MSUv7.0
8723,LOC_Os04g01300.1.MSUv7.0
8724,LOC_Os09g24800.1.MSUv7.0
8725,LOC_Os01g52710.1.MSUv7.0
8726,LOC_Os04g40940.2.MSUv7.0
8727,LOC_Os09g31970.1.MSUv7.0
8728,LOC_Os08g38320.1.MSUv7.0
8729,LOC_Os02g53000.2.MSUv7.0
8730,LOC_Os03g59250.1.MSUv7.0
8731,LOC_Os07g14890.2.MSUv7.0
8732,LOC_Os05g06280.1.MSUv7.0
8733,LOC_Os11g09020.1.MSUv7.0
8734,LOC_Os03g47940.1.MSUv7.0
8735,LOC_Os02g53160.1.MSUv7.0
8736,LOC_Os04g01570.1.MSUv7.0
8737,LOC_Os04g56520.2.MSUv7.0
8738,LOC_Os03g53600.2.MSUv7.0
8739,LOC_Os03g02840.2.MSUv7.0
8740,LOC_Os04g32470.1.MSUv7.0
8741,LOC_Os06g49740.2.MSUv7.0
8742,LOC_Os05g07900.2.MSUv7.0
8743,LOC_Os02g42740.1.MSUv7.0
8744,LOC_Os08g03670.1.MSUv7.0
8745,LOC_Os04g33760.1.MSUv7.0
8746,LOC_Os10g10434.1.MSUv7.0
8747,LOC_Os03g60570.1.MSUv7.0
8748,LOC_Os01g49380.2.MSUv7.0
8749,LOC_Os08g03440.1.MSUv7.0
8750,LOC_Os01g16010.1.MSUv7.0
8751,LOC_Os08g43060.1.MSUv7.0
8752,LOC_Os02g58670.2.MSUv7.0
8753,LOC_Os01g32800.2.MSUv7.0
8754,LOC_Os06g16260.2.MSUv7.0
8755,LOC_Os02g55520.2.MSUv7.0
8756,LOC_Os08g39090.1.MSUv7.0
8757,LOC_Os05g46620.1.MSUv7.0
8758,LOC_Os03g57780.1.MSUv7.0
8759,LOC_Os09g20830.3.MSUv7.0
8760,LOC_Os09g28340.1.MSUv7.0
8761,LOC_Os01g69100.1.MSUv7.0
8762,LOC_Os02g14790.1.MSUv7.0
8763,LOC_Os09g36290.2.MSUv7.0
8764,LOC_Os10g32680.1.MSUv7.0
8765,LOC_Os09g31360.1.MSUv7.0
8766,LOC_Os09g19734.4.MSUv7.0
8767,LOC_Os01g68010.1.MSUv7.0
8768,LOC_Os05g46510.1.MSUv7.0
8769,LOC_Os04g49450.1.MSUv7.0
8770,LOC_Os05g27930.1.MSUv7.0
8771,LOC_Os12g05200.1.MSUv7.0
8772,LOC_Os01g03914.1.MSUv7.0
8773,LOC_Os03g63430.2.MSUv7.0
8774,LOC_Os09g34100.1.MSUv7.0
8775,LOC_Os09g39690.1.MSUv7.0
8776,LOC_Os04g12010.1.MSUv7.0
8777,LOC_Os05g01910.1.MSUv7.0
8778,LOC_Os01g12390.1.MSUv7.0
8779,LOC_Os01g68700.1.MSUv7.0
8780,LOC_Os02g21640.1.MSUv7.0
8781,LOC_Os09g26620.3.MSUv7.0
8782,LOC_Os01g59100.1.MSUv7.0
8783,LOC_Os03g20090.1.MSUv7.0
8784,LOC_Os03g51200.1.MSUv7.0
8785,LOC_Os03g12940.1.MSUv7.0
8786,LOC_Os09g33930.4.MSUv7.0
8787,LOC_Os02g03790.1.MSUv7.0
8788,LOC_Os06g49010.2.MSUv7.0
8789,LOC_Os10g32850.1.MSUv7.0
8790,LOC_Os08g41390.2.MSUv7.0
8791,LOC_Os01g20110.1.MSUv7.0
8792,LOC_Os12g44330.2.MSUv7.0
8793,LOC_Os04g40510.2.MSUv7.0
8794,LOC_Os04g32740.1.MSUv7.0
8795,LOC_Os10g39220.1.MSUv7.0
8796,LOC_Os01g25330.2.MSUv7.0
8797,LOC_Os03g15750.1.MSUv7.0
8798,LOC_Os01g63210.1.MSUv7.0
8799,LOC_Os01g55500.4.MSUv7.0
8800,LOC_Os04g48880.1.MSUv7.0
8801,LOC_Os01g07960.2.MSUv7.0
8802,LOC_Os01g38530.2.MSUv7.0
8803,LOC_Os11g38030.1.MSUv7.0
8804,LOC_Os11g06390.1.MSUv7.0
8805,LOC_Os07g38070.1.MSUv7.0
8806,LOC_Os05g41500.1.MSUv7.0
8807,LOC_Os07g45160.1.MSUv7.0
8808,LOC_Os03g26460.2.MSUv7.0
8809,LOC_Os07g45360.1.MSUv7.0
8810,LOC_Os06g48065.1.MSUv7.0
8811,LOC_Os06g08480.1.MSUv7.0
8812,LOC_Os05g16630.2.MSUv7.0
8813,LOC_Os03g49620.5.MSUv7.0
8814,LOC_Os01g05830.1.MSUv7.0
8815,LOC_Os12g42430.3.MSUv7.0
8816,LOC_Os04g46580.1.MSUv7.0
8817,LOC_Os05g50470.1.MSUv7.0
8818,LOC_Os06g50330.1.MSUv7.0
8819,LOC_Os08g39860.2.MSUv7.0
8820,LOC_Os02g39200.1.MSUv7.0
8821,LOC_Os03g54890.2.MSUv7.0
8822,LOC_Os04g58760.1.MSUv7.0
8823,LOC_Os02g07230.2.MSUv7.0
8824,LOC_Os11g28130.1.MSUv7.0
8825,LOC_Os04g59260.1.MSUv7.0
8826,LOC_Os03g50490.1.MSUv7.0
8827,LOC_Os01g73120.1.MSUv7.0
8828,LOC_Os01g22500.1.MSUv7.0
8829,LOC_Os10g41410.1.MSUv7.0
8830,LOC_Os01g02050.1.MSUv7.0
8831,LOC_Os03g36790.1.MSUv7.0
8832,LOC_Os11g33100.1.MSUv7.0
8833,LOC_Os07g09420.1.MSUv7.0
8834,LOC_Os06g46284.1.MSUv7.0
8835,LOC_Os04g47780.1.MSUv7.0
8836,LOC_Os12g10220.1.MSUv7.0
8837,LOC_Os09g35540.1.MSUv7.0
8838,LOC_Os06g04130.2.MSUv7.0
8839,LOC_Os03g29760.3.MSUv7.0
8840,LOC_Os01g02060.1.MSUv7.0
8841,LOC_Os01g16350.2.MSUv7.0
8842,LOC_Os01g18870.1.MSUv7.0
8843,LOC_Os03g44150.1.MSUv7.0
8844,LOC_Os03g57050.1.MSUv7.0
8845,LOC_Os09g01590.1.MSUv7.0
8846,LOC_Os04g30770.1.MSUv7.0
8847,LOC_Os08g36580.1.MSUv7.0
8848,LOC_Os09g01690.1.MSUv7.0
8849,LOC_Os02g10950.1.MSUv7.0
8850,LOC_Os08g28790.1.MSUv7.0
8851,LOC_Os06g14490.1.MSUv7.0
8852,LOC_Os03g44560.1.MSUv7.0
8853,LOC_Os12g22090.1.MSUv7.0
8854,LOC_Os05g08730.1.MSUv7.0
8855,LOC_Os11g40610.5.MSUv7.0
8856,LOC_Os07g37610.1.MSUv7.0
8857,LOC_Os09g07360.2.MSUv7.0
8858,LOC_Os02g43670.1.MSUv7.0
8859,LOC_Os08g15170.1.MSUv7.0
8860,LOC_Os02g21250.1.MSUv7.0
8861,LOC_Os06g16240.1.MSUv7.0
8862,LOC_Os03g40010.1.MSUv7.0
8863,LOC_Os02g49450.1.MSUv7.0
8864,LOC_Os10g16990.2.MSUv7.0
8865,LOC_Os09g30411.1.MSUv7.0
8866,LOC_Os07g43710.1.MSUv7.0
8867,LOC_Os03g18600.1.MSUv7.0
8868,LOC_Os04g46960.3.MSUv7.0
8869,LOC_Os11g29700.2.MSUv7.0
8870,LOC_Os06g43590.4.MSUv7.0
8871,LOC_Os01g58750.1.MSUv7.0
8872,LOC_Os05g36110.2.MSUv7.0
8873,LOC_Os02g46150.1.MSUv7.0
8874,LOC_Os03g35920.1.MSUv7.0
8875,LOC_Os05g03420.1.MSUv7.0
8876,LOC_Os09g03090.1.MSUv7.0
8877,LOC_Os08g02700.1.MSUv7.0
8878,LOC_Os08g09100.1.MSUv7.0
8879,LOC_Os06g51029.2.MSUv7.0
8880,LOC_Os10g05680.2.MSUv7.0
8881,LOC_Os04g44150.1.MSUv7.0
8882,LOC_Os02g50570.1.MSUv7.0
8883,LOC_Os10g41440.1.MSUv7.0
8884,LOC_Os01g46720.1.MSUv7.0
8885,LOC_Os07g14160.1.MSUv7.0
8886,LOC_Os03g59680.1.MSUv7.0
8887,LOC_Os01g72490.1.MSUv7.0
8888,LOC_Os03g45740.1.MSUv7.0
8889,LOC_Os09g22510.1.MSUv7.0
8890,LOC_Os07g15680.1.MSUv7.0
8891,LOC_Os04g42620.1.MSUv7.0
8892,LOC_Os04g01510.2.MSUv7.0
8893,LOC_Os01g51280.1.MSUv7.0
8894,LOC_Os11g05562.1.MSUv7.0
8895,LOC_Os02g53150.1.MSUv7.0
8896,LOC_Os03g10620.2.MSUv7.0
8897,LOC_Os01g53520.2.MSUv7.0
8898,LOC_Os12g15470.1.MSUv7.0
8899,LOC_Os08g40820.2.MSUv7.0
8900,LOC_Os02g32340.1.MSUv7.0
8901,LOC_Os02g08520.1.MSUv7.0
8902,LOC_Os02g40514.2.MSUv7.0
8903,LOC_Os09g27970.2.MSUv7.0
8904,LOC_Os02g15230.1.MSUv7.0
8905,LOC_Os02g33380.1.MSUv7.0
8906,LOC_Os11g07960.1.MSUv7.0
8907,LOC_Os05g33570.2.MSUv7.0
8908,LOC_Os06g44880.1.MSUv7.0
8909,LOC_Os01g34620.6.MSUv7.0
8910,LOC_Os01g64770.2.MSUv7.0
8911,LOC_Os02g44010.2.MSUv7.0
8912,LOC_Os06g21099.1.MSUv7.0
8913,LOC_Os06g09890.3.MSUv7.0
8914,LOC_Os01g57730.1.MSUv7.0
8915,LOC_Os03g50090.4.MSUv7.0
8916,LOC_Os05g50840.2.MSUv7.0
8917,LOC_Os02g56970.1.MSUv7.0
8918,LOC_Os05g04700.1.MSUv7.0
8919,LOC_Os07g33420.1.MSUv7.0
8920,LOC_Os06g46890.2.MSUv7.0
8921,LOC_Os10g02220.4.MSUv7.0
8922,LOC_Os04g53540.1.MSUv7.0
8923,LOC_Os09g32510.1.MSUv7.0
8924,LOC_Os11g14180.1.MSUv7.0
8925,LOC_Os02g44990.1.MSUv7.0
8926,LOC_Os03g21210.1.MSUv7.0
8927,LOC_Os02g42374.4.MSUv7.0
8928,LOC_Os01g24680.1.MSUv7.0
8929,LOC_Os08g40580.2.MSUv7.0
8930,LOC_Os10g21268.1.MSUv7.0
8931,LOC_Os02g01440.1.MSUv7.0
8932,LOC_Os01g40620.1.MSUv7.0
8933,LOC_Os11g17970.1.MSUv7.0
8934,LOC_Os02g34570.1.MSUv7.0
8935,LOC_Os02g46680.1.MSUv7.0
8936,LOC_Os09g32500.2.MSUv7.0
8937,LOC_Os10g42780.5.MSUv7.0
8938,LOC_Os04g56450.2.MSUv7.0
8939,LOC_Os10g39780.1.MSUv7.0
8940,LOC_Os08g10400.1.MSUv7.0
8941,LOC_Os06g22060.1.MSUv7.0
8942,LOC_Os08g33370.2.MSUv7.0
8943,LOC_Os03g02270.1.MSUv7.0
8944,LOC_Os01g16640.1.MSUv7.0
8945,LOC_Os09g24954.3.MSUv7.0
8946,LOC_Os08g40090.1.MSUv7.0
8947,LOC_Os03g03400.2.MSUv7.0
8948,LOC_Os03g50090.3.MSUv7.0
8949,LOC_Os02g08300.2.MSUv7.0
8950,LOC_Os06g06410.1.MSUv7.0
8951,LOC_Os08g33340.1.MSUv7.0
8952,LOC_Os02g52710.1.MSUv7.0
8953,LOC_Os01g50849.3.MSUv7.0
8954,LOC_Os09g36270.2.MSUv7.0
8955,LOC_Os03g40830.1.MSUv7.0
8956,LOC_Os08g45220.1.MSUv7.0
8957,LOC_Os03g53730.1.MSUv7.0
8958,LOC_Os05g03550.1.MSUv7.0
8959,LOC_Os02g35470.2.MSUv7.0
8960,LOC_Os03g57854.1.MSUv7.0
8961,LOC_Os05g38210.1.MSUv7.0
8962,LOC_Os10g35980.1.MSUv7.0
8963,LOC_Os03g07994.1.MSUv7.0
8964,LOC_Os07g06490.1.MSUv7.0
8965,LOC_Os06g28000.1.MSUv7.0
8966,LOC_Os05g12300.1.MSUv7.0
8967,LOC_Os03g10890.1.MSUv7.0
8968,LOC_Os03g46180.1.MSUv7.0
8969,LOC_Os06g20200.1.MSUv7.0
8970,LOC_Os03g16060.1.MSUv7.0
8971,LOC_Os06g51110.1.MSUv7.0
8972,LOC_Os01g59790.3.MSUv7.0
8973,LOC_Os01g03950.1.MSUv7.0
8974,LOC_Os09g29960.1.MSUv7.0
8975,LOC_Os01g16250.1.MSUv7.0
8976,LOC_Os09g33930.3.MSUv7.0
8977,LOC_Os03g38050.1.MSUv7.0
8978,LOC_Os11g07020.6.MSUv7.0
8979,LOC_Os07g48030.1.MSUv7.0
8980,LOC_Os04g35570.1.MSUv7.0
8981,LOC_Os06g37150.1.MSUv7.0
8982,LOC_Os03g12370.2.MSUv7.0
8983,LOC_Os10g23060.1.MSUv7.0
8984,LOC_Os04g42720.1.MSUv7.0
8985,LOC_Os01g37910.1.MSUv7.0
8986,LOC_Os05g02820.1.MSUv7.0
8987,LOC_Os04g09654.2.MSUv7.0
8988,LOC_Os06g49250.5.MSUv7.0
8989,LOC_Os01g58620.1.MSUv7.0
8990,LOC_Os12g07020.1.MSUv7.0
8991,LOC_Os06g48230.2.MSUv7.0
8992,LOC_Os08g07970.2.MSUv7.0
8993,LOC_Os03g16080.1.MSUv7.0
8994,LOC_Os01g23680.2.MSUv7.0
8995,LOC_Os07g37620.1.MSUv7.0
8996,LOC_Os01g42970.2.MSUv7.0
8997,LOC_Os01g10140.3.MSUv7.0
8998,LOC_Os09g36740.1.MSUv7.0
8999,LOC_Os06g11020.1.MSUv7.0
9000,LOC_Os02g56130.1.MSUv7.0
9001,LOC_Os06g43660.3.MSUv7.0
9002,LOC_Os08g31170.1.MSUv7.0
9003,LOC_Os11g37070.2.MSUv7.0
9004,LOC_Os02g20860.1.MSUv7.0
9005,LOC_Os12g05180.1.MSUv7.0
9006,LOC_Os03g63450.1.MSUv7.0
9007,LOC_Os04g36910.1.MSUv7.0
9008,LOC_Os10g39140.1.MSUv7.0
9009,LOC_Os02g10080.2.MSUv7.0
9010,LOC_Os08g03350.1.MSUv7.0
9011,LOC_Os03g51510.3.MSUv7.0
9012,LOC_Os07g36820.1.MSUv7.0
9013,LOC_Os02g57750.1.MSUv7.0
9014,LOC_Os07g01150.2.MSUv7.0
9015,LOC_Os03g07380.1.MSUv7.0
9016,LOC_Os08g43410.1.MSUv7.0
9017,LOC_Os09g19640.1.MSUv7.0
9018,LOC_Os09g39780.2.MSUv7.0
9019,LOC_Os03g57460.1.MSUv7.0
9020,LOC_Os06g47530.1.MSUv7.0
9021,LOC_Os01g61860.2.MSUv7.0
9022,LOC_Os03g44380.1.MSUv7.0
9023,LOC_Os02g19510.1.MSUv7.0
9024,LOC_Os04g43290.4.MSUv7.0
9025,LOC_Os09g30210.1.MSUv7.0
9026,LOC_Os05g02990.3.MSUv7.0
9027,LOC_Os04g51400.1.MSUv7.0
9028,LOC_Os03g53230.1.MSUv7.0
9029,LOC_Os03g25050.1.MSUv7.0
9030,LOC_Os09g34960.1.MSUv7.0
9031,LOC_Os02g04670.1.MSUv7.0
9032,LOC_Os03g27460.1.MSUv7.0
9033,LOC_Os01g62080.2.MSUv7.0
9034,LOC_Os12g29340.1.MSUv7.0
9035,LOC_Os04g58564.2.MSUv7.0
9036,LOC_Os04g40940.1.MSUv7.0
9037,LOC_Os07g37250.1.MSUv7.0
9038,LOC_Os01g51154.1.MSUv7.0
9039,LOC_Os01g60930.1.MSUv7.0
9040,LOC_Os03g20340.1.MSUv7.0
9041,LOC_Os05g51530.1.MSUv7.0
9042,LOC_Os03g06160.1.MSUv7.0
9043,LOC_Os03g61130.1.MSUv7.0
9044,LOC_Os01g49930.1.MSUv7.0
9045,LOC_Os09g38740.1.MSUv7.0
9046,LOC_Os02g03070.2.MSUv7.0
9047,LOC_Os12g06520.1.MSUv7.0
9048,LOC_Os09g33450.1.MSUv7.0
9049,LOC_Os02g07030.2.MSUv7.0
9050,LOC_Os02g38160.1.MSUv7.0
9051,LOC_Os01g68710.3.MSUv7.0
9052,LOC_Os06g23870.2.MSUv7.0
9053,LOC_Os08g02640.1.MSUv7.0
9054,LOC_Os08g39860.1.MSUv7.0
9055,LOC_Os09g32968.1.MSUv7.0
9056,LOC_Os10g36690.3.MSUv7.0
9057,LOC_Os03g13000.2.MSUv7.0
9058,LOC_Os05g41070.1.MSUv7.0
9059,LOC_Os09g27240.1.MSUv7.0
9060,LOC_Os02g06480.1.MSUv7.0
9061,LOC_Os10g42610.2.MSUv7.0
9062,LOC_Os01g53790.1.MSUv7.0
